Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Gabon,GAB,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,5.69,..,..,..,..,5.98,..,..,..,..,5.75,..,..,..,..,6.65,..,..,..,..,7.74,..,..,..,..,8.11,..,..,..,..,7.78,..,..,..,..,8.06,..,..,..,..,8.46,..,..,..,..,8.5,..,..,..,..,8.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.9,..,..,..,..,5.56,..,..,..,..,5.63,..,..,..,..,5.58,..,..,..,..,5.28,..,..,..,..,5.71,..,..,..,..,6.61,..,..,..,..,7.78,..,..,..,..,8.35,..,..,..,..,8.98,..,..,..,..,9.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.25,..,..,..,..,0.28,..,..,..,..,0.35,..,..,..,..,0.42,..,..,..,..,0.57,..,..,..,..,0.75,..,..,..,..,1.09,..,..,..,..,1.72,..,..,..,..,1.88,..,..,..,..,2.52,..,..,..,..,3.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.39,..,..,..,..,0.45,..,..,..,..,0.57,..,..,..,..,0.73,..,..,..,..,0.97,..,..,..,..,1.27,..,..,..,..,1.75,..,..,..,..,2.45,..,..,..,..,2.64,..,..,..,..,3.25,..,..,..,..,3.77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,0.28,..,..,..,..,0.43,..,..,..,..,0.87,..,..,..,..,0.98,..,..,..,..,1.12,..,..,..,..,1.49,..,..,..,..,2.63,..,..,..,..,3.11,..,..,..,..,3.81,..,..,..,..,5.21,..,..,..,..,5.99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,0.44,..,..,..,..,0.63,..,..,..,..,1.24,..,..,..,..,1.59,..,..,..,..,1.67,..,..,..,..,2.21,..,..,..,..,3.59,..,..,..,..,3.83,..,..,..,..,4.47,..,..,..,..,5.59,..,..,..,..,6.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,4.82,..,..,..,..,4.97,..,..,..,..,6.94,..,..,..,..,6.82,..,..,..,..,6.89,..,..,..,..,6.98,..,..,..,..,8.21,..,..,..,..,8.87,..,..,..,..,9.35,..,..,..,..,11.32,..,..,..,..,12.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.12,..,..,..,..,5.24,..,..,..,..,7.05,..,..,..,..,6.98,..,..,..,..,7.03,..,..,..,..,7.18,..,..,..,..,8.6,..,..,..,..,9.44,..,..,..,..,10.06,..,..,..,..,11.65,..,..,..,..,12.37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,4.25,..,..,..,..,4.39,..,..,..,..,4.17,..,..,..,..,3.52,..,..,..,..,3.51,..,..,..,..,4.24,..,..,..,..,4.37,..,..,..,..,4.61,..,..,..,..,4.16,..,..,..,..,7.51,..,..,..,..,7.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.73,..,..,..,..,4.51,..,..,..,..,3.93,..,..,..,..,3.28,..,..,..,..,3.29,..,..,..,..,3.96,..,..,..,..,4.16,..,..,..,..,4.54,..,..,..,..,4.13,..,..,..,..,7.45,..,..,..,..,7.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.53,..,..,..,..,1.28,..,..,..,..,1.96,..,..,..,..,2.66,..,..,..,..,3.19,..,..,..,..,3.66,..,..,..,..,4.08,..,..,..,..,4.46,..,..,..,..,5.2,..,..,..,..,5.95,..,..,..,..,6.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.08,..,..,..,..,2.23,..,..,..,..,3.06,..,..,..,..,3.86,..,..,..,..,4.53,..,..,..,..,5.2,..,..,..,..,5.65,..,..,..,..,5.89,..,..,..,..,6.44,..,..,..,..,7.07,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,1.03,..,..,..,..,3.32,..,..,..,..,6.06,..,..,..,..,6.81,..,..,..,..,6,..,..,..,..,5.61,..,..,..,..,5.09,..,..,..,..,4.67,..,..,..,..,5.66,..,..,..,..,6.98,..,..,..,..,8.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.83,..,..,..,..,4.48,..,..,..,..,7.18,..,..,..,..,8.46,..,..,..,..,8.15,..,..,..,..,7.98,..,..,..,..,6.84,..,..,..,..,6.16,..,..,..,..,6.53,..,..,..,..,7.07,..,..,..,..,8.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,6.29,..,..,..,..,5.62,..,..,..,..,5.63,..,..,..,..,5.8,..,..,..,..,6.21,..,..,..,..,7.17,..,..,..,..,8.04,..,..,..,..,8.23,..,..,..,..,8.46,..,..,..,..,9.59,..,..,..,..,10.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.38,..,..,..,..,6.42,..,..,..,..,6.52,..,..,..,..,6.79,..,..,..,..,7.1,..,..,..,..,7.89,..,..,..,..,8.58,..,..,..,..,8.73,..,..,..,..,8.89,..,..,..,..,9.9,..,..,..,..,10.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,8.87,..,..,..,..,7.53,..,..,..,..,7.58,..,..,..,..,8.11,..,..,..,..,8.71,..,..,..,..,9.77,..,..,..,..,11.62,..,..,..,..,10.24,..,..,..,..,9.62,..,..,..,..,9.48,..,..,..,..,9.29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,9.08,..,..,..,..,7.66,..,..,..,..,7.84,..,..,..,..,8.48,..,..,..,..,8.71,..,..,..,..,9.69,..,..,..,..,11.52,..,..,..,..,10.18,..,..,..,..,9.48,..,..,..,..,9.39,..,..,..,..,9.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.23,..,..,..,..,1.31,..,..,..,..,1.49,..,..,..,..,1.79,..,..,..,..,2.52,..,..,..,..,2.8,..,..,..,..,3.1,..,..,..,..,3.42,..,..,..,..,3.71,..,..,..,..,3.57,..,..,..,..,4.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.45,..,..,..,..,1.53,..,..,..,..,1.72,..,..,..,..,2.01,..,..,..,..,2.86,..,..,..,..,3.16,..,..,..,..,3.53,..,..,..,..,3.8,..,..,..,..,4.1,..,..,..,..,3.97,..,..,..,..,4.57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,1.66,..,..,..,..,1.82,..,..,..,..,2.24,..,..,..,..,2.8,..,..,..,..,3.47,..,..,..,..,3.62,..,..,..,..,3.75,..,..,..,..,3.92,..,..,..,..,4.4,..,..,..,..,4.39,..,..,..,..,5.74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.76,..,..,..,..,1.95,..,..,..,..,2.39,..,..,..,..,2.91,..,..,..,..,3.74,..,..,..,..,3.86,..,..,..,..,4.22,..,..,..,..,4.16,..,..,..,..,4.63,..,..,..,..,4.65,..,..,..,..,5.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,4.59,..,..,..,..,4.91,..,..,..,..,5.37,..,..,..,..,5.76,..,..,..,..,6.32,..,..,..,..,6.8,..,..,..,..,7.15,..,..,..,..,7.92,..,..,..,..,8.6,..,..,..,..,8.97,..,..,..,..,9.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.89,..,..,..,..,5.23,..,..,..,..,5.66,..,..,..,..,6.04,..,..,..,..,6.49,..,..,..,..,6.87,..,..,..,..,7.09,..,..,..,..,7.68,..,..,..,..,8.13,..,..,..,..,8.51,..,..,..,..,8.79,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,5.55,..,..,..,..,6.27,..,..,..,..,7,..,..,..,..,7.16,..,..,..,..,7.61,..,..,..,..,7.82,..,..,..,..,7.37,..,..,..,..,8.68,..,..,..,..,9.48,..,..,..,..,9.86,..,..,..,..,9.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.58,..,..,..,..,6.39,..,..,..,..,7.05,..,..,..,..,7.18,..,..,..,..,7.56,..,..,..,..,7.73,..,..,..,..,7.16,..,..,..,..,8.24,..,..,..,..,8.87,..,..,..,..,9.29,..,..,..,..,8.55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.57,..,..,..,..,0.69,..,..,..,..,0.9,..,..,..,..,1.21,..,..,..,..,1.65,..,..,..,..,2,..,..,..,..,2.43,..,..,..,..,2.81,..,..,..,..,3.01,..,..,..,..,3.4,..,..,..,..,3.66,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.82,..,..,..,..,0.96,..,..,..,..,1.18,..,..,..,..,1.5,..,..,..,..,1.99,..,..,..,..,2.94,..,..,..,..,3.43,..,..,..,..,3.92,..,..,..,..,4.33,..,..,..,..,4.81,..,..,..,..,5.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,0.87,..,..,..,..,1.18,..,..,..,..,1.67,..,..,..,..,2.21,..,..,..,..,2.88,..,..,..,..,3.25,..,..,..,..,3.97,..,..,..,..,4.19,..,..,..,..,3.63,..,..,..,..,4.81,..,..,..,..,4.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.2,..,..,..,..,1.53,..,..,..,..,1.77,..,..,..,..,2.31,..,..,..,..,3.1,..,..,..,..,4.29,..,..,..,..,4.67,..,..,..,..,4.87,..,..,..,..,4.71,..,..,..,..,5.33,..,..,..,..,4.94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.8,..,..,..,..,1.95,..,..,..,..,2.16,..,..,..,..,2.52,..,..,..,..,3.58,..,..,..,..,4.49,..,..,..,..,4.9,..,..,..,..,5.17,..,..,..,..,5.58,..,..,..,..,6.05,..,..,..,..,6.29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.96,..,..,..,..,2.13,..,..,..,..,2.33,..,..,..,..,2.64,..,..,..,..,3.62,..,..,..,..,4.49,..,..,..,..,4.89,..,..,..,..,5.26,..,..,..,..,5.65,..,..,..,..,6.03,..,..,..,..,6.19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.37,..,..,..,..,2.74,..,..,..,..,3.18,..,..,..,..,3.73,..,..,..,..,4.9,..,..,..,..,5.78,..,..,..,..,6.13,..,..,..,..,6.06,..,..,..,..,6.55,..,..,..,..,7.24,..,..,..,..,7.74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
